H 45
H This is a preprocessor file for the directory: m3z1m3/H5_surf
H At the time of the creation of this file there were 45 h5 files.
  M3.00Z.0010.0032001.surf.h5-cyc  M3.00Z.0010.0032001.surf.h5-age  M3.00Z.0010.0028001.surf.h5-cyc  M3.00Z.0010.0028001.surf.h5-age  M3.00Z.0010.0009001.surf.h5-cyc  M3.00Z.0010.0009001.surf.h5-age  M3.00Z.0010.0014001.surf.h5-cyc  M3.00Z.0010.0014001.surf.h5-age  M3.00Z.0010.0038001.surf.h5-cyc  M3.00Z.0010.0038001.surf.h5-age  M3.00Z.0010.0020001.surf.h5-cyc  M3.00Z.0010.0020001.surf.h5-age  M3.00Z.0010.0042001.surf.h5-cyc  M3.00Z.0010.0042001.surf.h5-age  M3.00Z.0010.0030001.surf.h5-cyc  M3.00Z.0010.0030001.surf.h5-age  M3.00Z.0010.0018001.surf.h5-cyc  M3.00Z.0010.0018001.surf.h5-age  M3.00Z.0010.0043001.surf.h5-cyc  M3.00Z.0010.0043001.surf.h5-age  M3.00Z.0010.0036001.surf.h5-cyc  M3.00Z.0010.0036001.surf.h5-age  M3.00Z.0010.0012001.surf.h5-cyc  M3.00Z.0010.0012001.surf.h5-age  M3.00Z.0010.0039001.surf.h5-cyc  M3.00Z.0010.0039001.surf.h5-age  M3.00Z.0010.0026001.surf.h5-cyc  M3.00Z.0010.0026001.surf.h5-age  M3.00Z.0010.0017001.surf.h5-cyc  M3.00Z.0010.0017001.surf.h5-age  M3.00Z.0010.0044001.surf.h5-cyc  M3.00Z.0010.0044001.surf.h5-age  M3.00Z.0010.0027001.surf.h5-cyc  M3.00Z.0010.0027001.surf.h5-age  M3.00Z.0010.0002001.surf.h5-cyc  M3.00Z.0010.0002001.surf.h5-age  M3.00Z.0010.0023001.surf.h5-cyc  M3.00Z.0010.0023001.surf.h5-age  M3.00Z.0010.0005001.surf.h5-cyc  M3.00Z.0010.0005001.surf.h5-age  M3.00Z.0010.0008001.surf.h5-cyc  M3.00Z.0010.0008001.surf.h5-age  M3.00Z.0010.0006001.surf.h5-cyc  M3.00Z.0010.0006001.surf.h5-age  M3.00Z.0010.0024001.surf.h5-cyc  M3.00Z.0010.0024001.surf.h5-age  M3.00Z.0010.0033001.surf.h5-cyc  M3.00Z.0010.0033001.surf.h5-age  M3.00Z.0010.0007001.surf.h5-cyc  M3.00Z.0010.0007001.surf.h5-age  M3.00Z.0010.0016001.surf.h5-cyc  M3.00Z.0010.0016001.surf.h5-age  M3.00Z.0010.0019001.surf.h5-cyc  M3.00Z.0010.0019001.surf.h5-age  M3.00Z.0010.0035001.surf.h5-cyc  M3.00Z.0010.0035001.surf.h5-age  M3.00Z.0010.0031001.surf.h5-cyc  M3.00Z.0010.0031001.surf.h5-age  M3.00Z.0010.0015001.surf.h5-cyc  M3.00Z.0010.0015001.surf.h5-age  M3.00Z.0010.0010001.surf.h5-cyc  M3.00Z.0010.0010001.surf.h5-age  M3.00Z.0010.0000001.surf.h5-cyc  M3.00Z.0010.0000001.surf.h5-age  M3.00Z.0010.0001001.surf.h5-cyc  M3.00Z.0010.0001001.surf.h5-age  M3.00Z.0010.0034001.surf.h5-cyc  M3.00Z.0010.0034001.surf.h5-age  M3.00Z.0010.0022001.surf.h5-cyc  M3.00Z.0010.0022001.surf.h5-age  M3.00Z.0010.0013001.surf.h5-cyc  M3.00Z.0010.0013001.surf.h5-age  M3.00Z.0010.0021001.surf.h5-cyc  M3.00Z.0010.0021001.surf.h5-age  M3.00Z.0010.0025001.surf.h5-cyc  M3.00Z.0010.0025001.surf.h5-age  M3.00Z.0010.0041001.surf.h5-cyc  M3.00Z.0010.0041001.surf.h5-age  M3.00Z.0010.0029001.surf.h5-cyc  M3.00Z.0010.0029001.surf.h5-age  M3.00Z.0010.0003001.surf.h5-cyc  M3.00Z.0010.0003001.surf.h5-age  M3.00Z.0010.0040001.surf.h5-cyc  M3.00Z.0010.0040001.surf.h5-age  M3.00Z.0010.0004001.surf.h5-cyc  M3.00Z.0010.0004001.surf.h5-age  M3.00Z.0010.0037001.surf.h5-cyc  M3.00Z.0010.0037001.surf.h5-age  M3.00Z.0010.0011001.surf.h5-cyc  M3.00Z.0010.0011001.surf.h5-age
  32633.0000                       9374867982485246.0000            28633.0000                       9374480660059972.0000            9633.0000                        9371982562262544.0000            14633.0000                       9372917054946866.0000            38633.0000                       9375356089573612.0000            20633.0000                       9373692577238878.0000            42633.0000                       9375629811898396.0000            30633.0000                       9374489554491228.0000            18633.0000                       9373308089964860.0000            43633.0000                       9375632040980270.0000            3.1416                           3.1416                           12633.0000                       9372524280236764.0000            3.1416                           3.1416                           26633.0000                       9374143485815634.0000            17633.0000                       9373300201803446.0000            44633.0000                       9375759215221054.0000            27633.0000                       9374398102026696.0000            2633.0000                        9367355666885058.0000            23633.0000                       9373943352226308.0000            5633.0000                        9371479180579474.0000            8633.0000                        9371977462061046.0000            6633.0000                        9371706044688504.0000            24633.0000                       9374092438984040.0000            33633.0000                       9374869111934038.0000            7633.0000                        9371724716696490.0000            16633.0000                       9373099637379644.0000            19633.0000                       9373515999791792.0000            35633.0000                       9375088953831568.0000            31633.0000                       9374723491953428.0000            15633.0000                       9372922862538646.0000            10633.0000                       9372385244770038.0000            633.0000                         16670611851007.9961              1633.0000                        8101078742357529.0000            34633.0000                       9374873602683104.0000            22633.0000                       9373700988925826.0000            13633.0000                       9372868415561408.0000            21633.0000                       9373693600349704.0000            25633.0000                       9374094117767734.0000            41633.0000                       9375628318291408.0000            29633.0000                       9374482176371336.0000            3633.0000                        9370258757995224.0000            40633.0000                       9375628086428832.0000            4633.0000                        9371245916428946.0000            3.1416                           3.1416                           11633.0000                       9372388195081942.0000          
  32634.0000                       9374867982923874.0000            28634.0000                       9374480660094486.0000            9634.0000                        9371982577159126.0000            14634.0000                       9372917055029344.0000            38634.0000                       9375356257920512.0000            20634.0000                       9373692577588122.0000            42634.0000                       9375629812815452.0000            30634.0000                       9374489555001546.0000            18634.0000                       9373308089977400.0000            43634.0000                       9375632063214862.0000            3.1416                           3.1416                           12634.0000                       9372524625552564.0000            3.1416                           3.1416                           26634.0000                       9374143743068644.0000            17634.0000                       9373300202180074.0000            44634.0000                       9375759348487716.0000            27634.0000                       9374398339215004.0000            2634.0000                        9367370325393118.0000            23634.0000                       9373943622547214.0000            5634.0000                        9371479182752430.0000            8634.0000                        9371977464394622.0000            6634.0000                        9371706370480542.0000            24634.0000                       9374092439155890.0000            33634.0000                       9374869114536440.0000            7634.0000                        9371724729004560.0000            16634.0000                       9373100015106354.0000            19634.0000                       9373516287625326.0000            35634.0000                       9375089170631596.0000            31634.0000                       9374723725321842.0000            15634.0000                       9372922862548496.0000            10634.0000                       9372385288258070.0000            634.0000                         16723688857813.3887              1634.0000                        8102930784508240.0000            34634.0000                       9374873603277590.0000            22634.0000                       9373701015648662.0000            13634.0000                       9372868751916418.0000            21634.0000                       9373693603622944.0000            25634.0000                       9374094120322052.0000            41634.0000                       9375628319704708.0000            29634.0000                       9374482178649606.0000            3634.0000                        9370259842619944.0000            40634.0000                       9375628087231286.0000            4634.0000                        9371245928999574.0000            3.1416                           3.1416                           11634.0000                       9372388199887624.0000          
  32635.0000                       9374867983360084.0000            28635.0000                       9374480660128786.0000            9635.0000                        9371982591870802.0000            14635.0000                       9372917055111050.0000            38635.0000                       9375356425837956.0000            20635.0000                       9373692577910108.0000            42635.0000                       9375629813729446.0000            30635.0000                       9374489555498528.0000            18635.0000                       9373308089989368.0000            43635.0000                       9375632085929940.0000            3.1416                           3.1416                           12635.0000                       9372524970517314.0000            3.1416                           3.1416                           26635.0000                       9374143999410600.0000            17635.0000                       9373300202554604.0000            44635.0000                       9375759481689480.0000            27635.0000                       9374398576929728.0000            2635.0000                        9367384837386314.0000            23635.0000                       9373943891623546.0000            5635.0000                        9371479184901346.0000            8635.0000                        9371977466566592.0000            6635.0000                        9371706689659192.0000            24635.0000                       9374092439325096.0000            33635.0000                       9374869117132504.0000            7635.0000                        9371724741015320.0000            16635.0000                       9373100393635402.0000            19635.0000                       9373516576571596.0000            35635.0000                       9375089386990040.0000            31635.0000                       9374723959116736.0000            15635.0000                       9372922862558096.0000            10635.0000                       9372385330979462.0000            635.0000                         16777092840584.8965              1635.0000                        8104798484012997.0000            34635.0000                       9374873603870306.0000            22635.0000                       9373701040880652.0000            13635.0000                       9372869088438144.0000            21635.0000                       9373693606891726.0000            25635.0000                       9374094122908212.0000            41635.0000                       9375628321111948.0000            29635.0000                       9374482180922246.0000            3635.0000                        9370261144169608.0000            40635.0000                       9375628088194232.0000            4635.0000                        9371245940937316.0000            3.1416                           3.1416                           11635.0000                       9372388204603586.0000          
  32636.0000                       9374867983793018.0000            28636.0000                       9374480660162888.0000            9636.0000                        9371982606584844.0000            14636.0000                       9372917055192134.0000            38636.0000                       9375356593021442.0000            20636.0000                       9373692578227942.0000            42636.0000                       9375629814645364.0000            30636.0000                       9374489555984090.0000            18636.0000                       9373308090001166.0000            43636.0000                       9375632109002760.0000            3.1416                           3.1416                           12636.0000                       9372525316571296.0000            3.1416                           3.1416                           26636.0000                       9374144256729676.0000            17636.0000                       9373300202926974.0000            44636.0000                       9375759614567036.0000            27636.0000                       9374398814064694.0000            2636.0000                        9367399401365914.0000            23636.0000                       9373944160259510.0000            5636.0000                        9371479187024070.0000            8636.0000                        9371977468710468.0000            6636.0000                        9371707002350578.0000            24636.0000                       9374092439486894.0000            33636.0000                       9374869119735186.0000            7636.0000                        9371724752229554.0000            16636.0000                       9373100772776862.0000            19636.0000                       9373516866688096.0000            35636.0000                       9375089603044368.0000            31636.0000                       9374724193727398.0000            15636.0000                       9372922862567748.0000            10636.0000                       9372385372950232.0000            636.0000                         16830409125984.5332              1636.0000                        8106679460577733.0000            34636.0000                       9374873604462334.0000            22636.0000                       9373701064528418.0000            13636.0000                       9372869425782358.0000            21636.0000                       9373693610176230.0000            25636.0000                       9374094125227446.0000            41636.0000                       9375628322517922.0000            29636.0000                       9374482183190036.0000            3636.0000                        9370262706029206.0000            40636.0000                       9375628089100620.0000            4636.0000                        9371245952316290.0000            3.1416                           3.1416                           11636.0000                       9372388209250608.0000          
  32637.0000                       9374867984222822.0000            28637.0000                       9374480660196736.0000            9637.0000                        9371982621428532.0000            14637.0000                       9372917055272726.0000            38637.0000                       9375356759755150.0000            20637.0000                       9373692578609342.0000            42637.0000                       9375629815563096.0000            30637.0000                       9374489556566764.0000            18637.0000                       9373308090012886.0000            43637.0000                       9375632132717862.0000            3.1416                           3.1416                           12637.0000                       9372525664816654.0000            3.1416                           3.1416                           26637.0000                       9374144516638916.0000            17637.0000                       9373300203297084.0000            44637.0000                       9375759747255220.0000            27637.0000                       9374399051093096.0000            2637.0000                        9367413569115980.0000            23637.0000                       9373944429013542.0000            5637.0000                        9371479189048426.0000            8637.0000                        9371977470648526.0000            6637.0000                        9371707308755346.0000            24637.0000                       9374092439647626.0000            33637.0000                       9374869122341824.0000            7637.0000                        9371724764373826.0000            16637.0000                       9373101152161084.0000            19637.0000                       9373517157093330.0000            35637.0000                       9375089819462462.0000            31637.0000                       9374724428226298.0000            15637.0000                       9372922862577938.0000            10637.0000                       9372385414183130.0000            637.0000                         16883717625504.1191              1637.0000                        8108573720663574.0000            34637.0000                       9374873605172768.0000            22637.0000                       9373701087147342.0000            13637.0000                       9372869762797036.0000            21637.0000                       9373693613472642.0000            25637.0000                       9374094127444962.0000            41637.0000                       9375628323923738.0000            29637.0000                       9374482185449626.0000            3637.0000                        9370264580260722.0000            40637.0000                       9375628090188286.0000            4637.0000                        9371245963227308.0000            3.1416                           3.1416                           11637.0000                       9372388213846438.0000          
  32638.0000                       9374867984647358.0000            28638.0000                       9374480660230412.0000            9638.0000                        9371982636465348.0000            14638.0000                       9372917055352938.0000            38638.0000                       9375356926717512.0000            20638.0000                       9373692578949932.0000            42638.0000                       9375629816481666.0000            30638.0000                       9374489557265974.0000            18638.0000                       9373308090023628.0000            43638.0000                       9375632156872326.0000            3.1416                           3.1416                           12638.0000                       9372526015006108.0000            3.1416                           3.1416                           26638.0000                       9374144777312872.0000            17638.0000                       9373300203664886.0000            44638.0000                       9375759879899676.0000            27638.0000                       9374399287532300.0000            2638.0000                        9367427682128264.0000            23638.0000                       9373944697616820.0000            5638.0000                        9371479191066480.0000            8638.0000                        9371977472974196.0000            6638.0000                        9371707608946878.0000            24638.0000                       9374092439806678.0000            33638.0000                       9374869124960894.0000            7638.0000                        9371724777951398.0000            16638.0000                       9373101530409960.0000            19638.0000                       9373517448384254.0000            35638.0000                       9375090035262214.0000            31638.0000                       9374724661775906.0000            15638.0000                       9372922862587880.0000            10638.0000                       9372385454690716.0000            638.0000                         16937556627438.6523              1638.0000                        8110483768991516.0000            34638.0000                       9374873605870170.0000            22638.0000                       9373701109248086.0000            13638.0000                       9372870099020402.0000            21638.0000                       9373693616772000.0000            25638.0000                       9374094129630302.0000            41638.0000                       9375628325610716.0000            29638.0000                       9374482187705928.0000            3638.0000                        9370266428185262.0000            40638.0000                       9375628091256662.0000            4638.0000                        9371245973740132.0000            3.1416                           3.1416                           11638.0000                       9372388218405266.0000          
  32639.0000                       9374867985068952.0000            28639.0000                       9374480660263882.0000            9639.0000                        9371982651788438.0000            14639.0000                       9372917055432866.0000            38639.0000                       9375357094362640.0000            20639.0000                       9373692579288786.0000            42639.0000                       9375629817404454.0000            30639.0000                       9374489557960148.0000            18639.0000                       9373308090034866.0000            43639.0000                       9375632181064092.0000            3.1416                           3.1416                           12639.0000                       9372526366308146.0000            3.1416                           3.1416                           26639.0000                       9374145037830812.0000            17639.0000                       9373300204025786.0000            44639.0000                       9375760012427024.0000            27639.0000                       9374399523273058.0000            2639.0000                        9367441793710672.0000            23639.0000                       9373944965164760.0000            5639.0000                        9371479193062130.0000            8639.0000                        9371977475234494.0000            6639.0000                        9371707903059352.0000            24639.0000                       9374092439959892.0000            33639.0000                       9374869127591536.0000            7639.0000                        9371724792457964.0000            16639.0000                       9373101907662620.0000            19639.0000                       9373517739583932.0000            35639.0000                       9375090250409766.0000            31639.0000                       9374724895227524.0000            15639.0000                       9372922862597058.0000            10639.0000                       9372385494485326.0000            639.0000                         16991780569982.3594              1639.0000                        8112410434541210.0000            34639.0000                       9374873606557804.0000            22639.0000                       9373701129565312.0000            13639.0000                       9372870435942946.0000            21639.0000                       9373693620045790.0000            25639.0000                       9374094131791486.0000            41639.0000                       9375628327269342.0000            29639.0000                       9374482189946732.0000            3639.0000                        9370268144903134.0000            40639.0000                       9375628092281792.0000            4639.0000                        9371245983910394.0000            3.1416                           3.1416                           11639.0000                       9372388222939682.0000          
  32640.0000                       9374867985487136.0000            28640.0000                       9374480660297166.0000            9640.0000                        9371982667564506.0000            14640.0000                       9372917055512594.0000            38640.0000                       9375357262707762.0000            20640.0000                       9373692579625212.0000            42640.0000                       9375629818327154.0000            30640.0000                       9374489558645154.0000            18640.0000                       9373308090047244.0000            43640.0000                       9375632205273482.0000            3.1416                           3.1416                           12640.0000                       9372526717378602.0000            3.1416                           3.1416                           26640.0000                       9374145297399224.0000            17640.0000                       9373300204384810.0000            44640.0000                       9375760144950758.0000            27640.0000                       9374399758938804.0000            2640.0000                        9367455863433340.0000            23640.0000                       9373945232872076.0000            5640.0000                        9371479195047240.0000            8640.0000                        9371977477388808.0000            6640.0000                        9371708191146562.0000            24640.0000                       9374092440112592.0000            33640.0000                       9374869130219448.0000            7640.0000                        9371724806677050.0000            16640.0000                       9373102285001494.0000            19640.0000                       9373518030532778.0000            35640.0000                       9375090466290460.0000            31640.0000                       9374725128693552.0000            15640.0000                       9372922862606026.0000            10640.0000                       9372385533579172.0000            640.0000                         17045861533204.3105              1640.0000                        8114351972481799.0000            34640.0000                       9374873607238370.0000            22640.0000                       9373701149262176.0000            13640.0000                       9372870773614388.0000            21640.0000                       9373693623280906.0000            25640.0000                       9374094133984906.0000            41640.0000                       9375628328907094.0000            29640.0000                       9374482192174526.0000            3640.0000                        9370269694262200.0000            40640.0000                       9375628093280866.0000            4640.0000                        9371245993771912.0000            3.1416                           3.1416                           11640.0000                       9372388227459168.0000          
  32641.0000                       9374867985901988.0000            28641.0000                       9374480660330204.0000            9641.0000                        9371982683971760.0000            14641.0000                       9372917055592200.0000            38641.0000                       9375357431829274.0000            20641.0000                       9373692579959518.0000            42641.0000                       9375629819246050.0000            30641.0000                       9374489559317448.0000            18641.0000                       9373308090059936.0000            43641.0000                       9375632229987682.0000            3.1416                           3.1416                           12641.0000                       9372527067157764.0000            3.1416                           3.1416                           26641.0000                       9374145556911878.0000            17641.0000                       9373300204741780.0000            44641.0000                       9375760277510448.0000            27641.0000                       9374399994909008.0000            2641.0000                        9367470102708248.0000            23641.0000                       9373945501134594.0000            5641.0000                        9371479196922036.0000            8641.0000                        9371977479526544.0000            6641.0000                        9371708473395264.0000            24641.0000                       9374092440263872.0000            33641.0000                       9374869132849446.0000            7641.0000                        9371724819867238.0000            16641.0000                       9373102661170950.0000            19641.0000                       9373518321318258.0000            35641.0000                       9375090682598920.0000            31641.0000                       9374725361762710.0000            15641.0000                       9372922862614814.0000            10641.0000                       9372385571983614.0000            641.0000                         17099899193559.6738              1641.0000                        8116306886005792.0000            34641.0000                       9374873607914144.0000            22641.0000                       9373701168345824.0000            13641.0000                       9372871113251196.0000            21641.0000                       9373693626466930.0000            25641.0000                       9374094136222098.0000            41641.0000                       9375628330530122.0000            29641.0000                       9374482194410292.0000            3641.0000                        9370271085306426.0000            40641.0000                       9375628094260424.0000            4641.0000                        9371246003369138.0000            3.1416                           3.1416                           11641.0000                       9372388231972486.0000          
  32642.0000                       9374867986313574.0000            28642.0000                       9374480660363070.0000            9642.0000                        9371982701236478.0000            14642.0000                       9372917055671746.0000            38642.0000                       9375357601368958.0000            20642.0000                       9373692580291628.0000            42642.0000                       9375629820164786.0000            30642.0000                       9374489559975678.0000            18642.0000                       9373308090073082.0000            43642.0000                       9375632255412570.0000            3.1416                           3.1416                           12642.0000                       9372527415124274.0000            3.1416                           3.1416                           26642.0000                       9374145817163500.0000            17642.0000                       9373300205096840.0000            44642.0000                       9375760410051520.0000            27642.0000                       9374400231177052.0000            2642.0000                        9367484041458670.0000            23642.0000                       9373945769273994.0000            5642.0000                        9371479199171790.0000            8642.0000                        9371977481590190.0000            6642.0000                        9371708749923216.0000            24642.0000                       9374092440405750.0000            33642.0000                       9374869135470188.0000            7642.0000                        9371724833998162.0000            16642.0000                       9373103036554214.0000            19642.0000                       9373518612198414.0000            35642.0000                       9375090898876646.0000            31642.0000                       9374725594526750.0000            15642.0000                       9372922862623272.0000            10642.0000                       9372385609710978.0000            642.0000                         17154294263981.0156              1642.0000                        8118272404617286.0000            34642.0000                       9374873608587074.0000            22642.0000                       9373701186852304.0000            13642.0000                       9372871453652674.0000            21642.0000                       9373693629619552.0000            25642.0000                       9374094138715196.0000            41642.0000                       9375628332143944.0000            29642.0000                       9374482196665060.0000            3642.0000                        9370271780828538.0000            40642.0000                       9375628095223668.0000            4642.0000                        9371246012740008.0000            3.1416                           3.1416                           11642.0000                       9372388237388468.0000          
  32643.0000                       9374867986716348.0000            28643.0000                       9374480660395764.0000            9643.0000                        9371982719481476.0000            14643.0000                       9372917055751290.0000            38643.0000                       9375357770906580.0000            20643.0000                       9373692580604906.0000            42643.0000                       9375629821087318.0000            30643.0000                       9374489560618772.0000            18643.0000                       9373308090084998.0000            43643.0000                       9375632281893306.0000            3.1416                           3.1416                           12643.0000                       9372527762681462.0000            3.1416                           3.1416                           26643.0000                       9374146078806272.0000            17643.0000                       9373300205444784.0000            44643.0000                       9375760542592056.0000            27643.0000                       9374400466694772.0000            2643.0000                        9367497489185422.0000            23643.0000                       9373946037552950.0000            5643.0000                        9371479201373212.0000            8643.0000                        9371977483472592.0000            6643.0000                        9371709020850476.0000            24643.0000                       9374092440576004.0000            33643.0000                       9374869138091214.0000            7643.0000                        9371724849635158.0000            16643.0000                       9373103412925712.0000            19643.0000                       9373518902674460.0000            35643.0000                       9375091115135456.0000            31643.0000                       9374725826662644.0000            15643.0000                       9372922862631950.0000            10643.0000                       9372385646771118.0000            643.0000                         17209506234961.7441              1643.0000                        8120245179203149.0000            34643.0000                       9374873609258920.0000            22643.0000                       9373701204360830.0000            13643.0000                       9372871793222110.0000            21643.0000                       9373693632783224.0000            25643.0000                       9374094141262072.0000            41643.0000                       9375628333751852.0000            29643.0000                       9374482198927406.0000            3643.0000                        9370272128589594.0000            40643.0000                       9375628096177910.0000            4643.0000                        9371246021916890.0000            3.1416                           3.1416                           11643.0000                       9372388242705150.0000          
  32644.0000                       9374867987116520.0000            28644.0000                       9374480660428238.0000            9644.0000                        9371982738897562.0000            14644.0000                       9372917055846744.0000            38644.0000                       9375357940464432.0000            20644.0000                       9373692580980840.0000            42644.0000                       9375629822013416.0000            30644.0000                       9374489561246272.0000            18644.0000                       9373308090094476.0000            43644.0000                       9375632309333716.0000            3.1416                           3.1416                           12644.0000                       9372528111076488.0000            3.1416                           3.1416                           26644.0000                       9374146341702722.0000            17644.0000                       9373300205791360.0000            44644.0000                       9375760675197296.0000            27644.0000                       9374400700192060.0000            2644.0000                        9367510772561472.0000            23644.0000                       9373946306237328.0000            5644.0000                        9371479203406856.0000            8644.0000                        9371977485731474.0000            6644.0000                        9371709286260418.0000            24644.0000                       9374092440744630.0000            33644.0000                       9374869140726682.0000            7644.0000                        9371724866103444.0000            16644.0000                       9373103789873774.0000            19644.0000                       9373519192763678.0000            35644.0000                       9375091331317502.0000            31644.0000                       9374726058420134.0000            15644.0000                       9372922862641018.0000            10644.0000                       9372385683178144.0000            644.0000                         17265113162600.7441              1644.0000                        8122229750747040.0000            34644.0000                       9374873610065136.0000            22644.0000                       9373701221740478.0000            13644.0000                       9372872132649320.0000            21644.0000                       9373693635977302.0000            25644.0000                       9374094143847298.0000            41644.0000                       9375628335357748.0000            29644.0000                       9374482201176052.0000            3644.0000                        9370272371082442.0000            40644.0000                       9375628097121922.0000            4644.0000                        9371246030918262.0000            3.1416                           3.1416                           11644.0000                       9372388247946564.0000          
  32645.0000                       9374867987513930.0000            28645.0000                       9374480660460558.0000            9645.0000                        9371982759757936.0000            14645.0000                       9372917055940374.0000            38645.0000                       9375358109931030.0000            20645.0000                       9373692581354638.0000            42645.0000                       9375629822938926.0000            30645.0000                       9374489561858002.0000            18645.0000                       9373308090103034.0000            43645.0000                       9375632337173338.0000            3.1416                           3.1416                           12645.0000                       9372528460345634.0000            3.1416                           3.1416                           26645.0000                       9374146604286730.0000            17645.0000                       9373300206136156.0000            44645.0000                       9375760807856802.0000            27645.0000                       9374400932510038.0000            2645.0000                        9367523922362434.0000            23645.0000                       9373946575836472.0000            5645.0000                        9371479205431252.0000            8645.0000                        9371977487936808.0000            6645.0000                        9371709546292104.0000            24645.0000                       9374092440909554.0000            33645.0000                       9374869143360532.0000            7645.0000                        9371724883666844.0000            16645.0000                       9373104166754012.0000            19645.0000                       9373519482319798.0000            35645.0000                       9375091547552512.0000            31645.0000                       9374726289865722.0000            15645.0000                       9372922862650206.0000            10645.0000                       9372385718942578.0000            645.0000                         17320409068949.9141              1645.0000                        8124229229163781.0000            34645.0000                       9374873610857168.0000            22645.0000                       9373701238821614.0000            13645.0000                       9372872472860840.0000            21645.0000                       9373693639223008.0000            25645.0000                       9374094146227582.0000            41645.0000                       9375628337284824.0000            29645.0000                       9374482203416650.0000            3645.0000                        9370272572206374.0000            40645.0000                       9375628098056582.0000            4645.0000                        9371246039757310.0000            3.1416                           3.1416                           11645.0000                       9372388253132758.0000          
  32646.0000                       9374867987908514.0000            28646.0000                       9374480660492706.0000            9646.0000                        9371982782211008.0000            14646.0000                       9372917056032518.0000            38646.0000                       9375358279148522.0000            20646.0000                       9373692581719516.0000            42646.0000                       9375629823856960.0000            30646.0000                       9374489562454294.0000            18646.0000                       9373308090112378.0000            43646.0000                       9375632365252254.0000            3.1416                           3.1416                           12646.0000                       9372528810222366.0000            3.1416                           3.1416                           26646.0000                       9374146866859006.0000            17646.0000                       9373300206479192.0000            44646.0000                       9375760940504060.0000            27646.0000                       9374401165171250.0000            2646.0000                        9367537044767550.0000            23646.0000                       9373946845521052.0000            5646.0000                        9371479207304010.0000            8646.0000                        9371977490078168.0000            6646.0000                        9371709801054214.0000            24646.0000                       9374092441069098.0000            33646.0000                       9374869145985356.0000            7646.0000                        9371724900339218.0000            16646.0000                       9373104542148164.0000            19646.0000                       9373519770623406.0000            35646.0000                       9375091764754868.0000            31646.0000                       9374726520611980.0000            15646.0000                       9372922862659804.0000            10646.0000                       9372385754075850.0000            646.0000                         17375697095333.8965              1646.0000                        8126242028900251.0000            34646.0000                       9374873611639246.0000            22646.0000                       9373701255500304.0000            13646.0000                       9372872813900378.0000            21646.0000                       9373693642505030.0000            25646.0000                       9374094148475180.0000            41646.0000                       9375628339178306.0000            29646.0000                       9374482205666372.0000            3646.0000                        9370272751117470.0000            40646.0000                       9375628098982990.0000            4646.0000                        9371246048456068.0000            3.1416                           3.1416                           11646.0000                       9372388258281324.0000          
  32647.0000                       9374867988292202.0000            28647.0000                       9374480660524640.0000            9647.0000                        9371982806521516.0000            14647.0000                       9372917056123454.0000            38647.0000                       9375358448040146.0000            20647.0000                       9373692582051044.0000            42647.0000                       9375629824767162.0000            30647.0000                       9374489563035696.0000            18647.0000                       9373308090122618.0000            43647.0000                       9375632393667748.0000            3.1416                           3.1416                           12647.0000                       9372529159333818.0000            3.1416                           3.1416                           26647.0000                       9374147129318080.0000            17647.0000                       9373300206816088.0000            44647.0000                       9375761072942750.0000            27647.0000                       9374401398580684.0000            2647.0000                        9367549972686124.0000            23647.0000                       9373947114702460.0000            5647.0000                        9371479209176222.0000            8647.0000                        9371977492047748.0000            6647.0000                        9371710050657886.0000            24647.0000                       9374092441224114.0000            33647.0000                       9374869148594628.0000            7647.0000                        9371724916923268.0000            16647.0000                       9373104917478486.0000            19647.0000                       9373520058391024.0000            35647.0000                       9375091982318970.0000            31647.0000                       9374726752089748.0000            15647.0000                       9372922862669672.0000            10647.0000                       9372385788588946.0000            647.0000                         17431350390990.4043              1647.0000                        8128264509799581.0000            34647.0000                       9374873612414854.0000            22647.0000                       9373701271866174.0000            13647.0000                       9372873153319060.0000            21647.0000                       9373693645764140.0000            25647.0000                       9374094150653092.0000            41647.0000                       9375628341047386.0000            29647.0000                       9374482207911080.0000            3647.0000                        9370272916608598.0000            40647.0000                       9375628099903464.0000            4647.0000                        9371246057034394.0000            3.1416                           3.1416                           11647.0000                       9372388263403418.0000          
