H 63
H This is a preprocessor file for the directory: m2z2m3/H5_surf
H At the time of the creation of this file there were 63 h5 files.
  M2.00Z.0020.0046001.surf.h5-cyc  M2.00Z.0020.0046001.surf.h5-age  M2.00Z.0020.0005001.surf.h5-cyc  M2.00Z.0020.0005001.surf.h5-age  M2.00Z.0020.0007001.surf.h5-cyc  M2.00Z.0020.0007001.surf.h5-age  M2.00Z.0020.0030001.surf.h5-cyc  M2.00Z.0020.0030001.surf.h5-age  M2.00Z.0020.0049001.surf.h5-cyc  M2.00Z.0020.0049001.surf.h5-age  M2.00Z.0020.0028001.surf.h5-cyc  M2.00Z.0020.0028001.surf.h5-age  M2.00Z.0020.0034001.surf.h5-cyc  M2.00Z.0020.0034001.surf.h5-age  M2.00Z.0020.0042001.surf.h5-cyc  M2.00Z.0020.0042001.surf.h5-age  M2.00Z.0020.0058001.surf.h5-cyc  M2.00Z.0020.0058001.surf.h5-age  M2.00Z.0020.0061001.surf.h5-cyc  M2.00Z.0020.0061001.surf.h5-age  M2.00Z.0020.0051001.surf.h5-cyc  M2.00Z.0020.0051001.surf.h5-age  M2.00Z.0020.0008001.surf.h5-cyc  M2.00Z.0020.0008001.surf.h5-age  M2.00Z.0020.0004001.surf.h5-cyc  M2.00Z.0020.0004001.surf.h5-age  M2.00Z.0020.0039001.surf.h5-cyc  M2.00Z.0020.0039001.surf.h5-age  M2.00Z.0020.0026001.surf.h5-cyc  M2.00Z.0020.0026001.surf.h5-age  M2.00Z.0020.0040001.surf.h5-cyc  M2.00Z.0020.0040001.surf.h5-age  M2.00Z.0020.0044001.surf.h5-cyc  M2.00Z.0020.0044001.surf.h5-age  M2.00Z.0020.0019001.surf.h5-cyc  M2.00Z.0020.0019001.surf.h5-age  M2.00Z.0020.0037001.surf.h5-cyc  M2.00Z.0020.0037001.surf.h5-age  M2.00Z.0020.0059001.surf.h5-cyc  M2.00Z.0020.0059001.surf.h5-age  M2.00Z.0020.0035001.surf.h5-cyc  M2.00Z.0020.0035001.surf.h5-age  M2.00Z.0020.0009001.surf.h5-cyc  M2.00Z.0020.0009001.surf.h5-age  M2.00Z.0020.0022001.surf.h5-cyc  M2.00Z.0020.0022001.surf.h5-age  M2.00Z.0020.0021001.surf.h5-cyc  M2.00Z.0020.0021001.surf.h5-age  M2.00Z.0020.0010001.surf.h5-cyc  M2.00Z.0020.0010001.surf.h5-age  M2.00Z.0020.0020001.surf.h5-cyc  M2.00Z.0020.0020001.surf.h5-age  M2.00Z.0020.0043001.surf.h5-cyc  M2.00Z.0020.0043001.surf.h5-age  M2.00Z.0020.0031001.surf.h5-cyc  M2.00Z.0020.0031001.surf.h5-age  M2.00Z.0020.0057001.surf.h5-cyc  M2.00Z.0020.0057001.surf.h5-age  M2.00Z.0020.0023001.surf.h5-cyc  M2.00Z.0020.0023001.surf.h5-age  M2.00Z.0020.0048001.surf.h5-cyc  M2.00Z.0020.0048001.surf.h5-age  M2.00Z.0020.0032001.surf.h5-cyc  M2.00Z.0020.0032001.surf.h5-age  M2.00Z.0020.0011001.surf.h5-cyc  M2.00Z.0020.0011001.surf.h5-age  M2.00Z.0020.0018001.surf.h5-cyc  M2.00Z.0020.0018001.surf.h5-age  M2.00Z.0020.0015001.surf.h5-cyc  M2.00Z.0020.0015001.surf.h5-age  M2.00Z.0020.0024001.surf.h5-cyc  M2.00Z.0020.0024001.surf.h5-age  M2.00Z.0020.0056001.surf.h5-cyc  M2.00Z.0020.0056001.surf.h5-age  M2.00Z.0020.0052001.surf.h5-cyc  M2.00Z.0020.0052001.surf.h5-age  M2.00Z.0020.0025001.surf.h5-cyc  M2.00Z.0020.0025001.surf.h5-age  M2.00Z.0020.0006001.surf.h5-cyc  M2.00Z.0020.0006001.surf.h5-age  M2.00Z.0020.0014001.surf.h5-cyc  M2.00Z.0020.0014001.surf.h5-age  M2.00Z.0020.0016001.surf.h5-cyc  M2.00Z.0020.0016001.surf.h5-age  M2.00Z.0020.0036001.surf.h5-cyc  M2.00Z.0020.0036001.surf.h5-age  M2.00Z.0020.0001001.surf.h5-cyc  M2.00Z.0020.0001001.surf.h5-age  M2.00Z.0020.0027001.surf.h5-cyc  M2.00Z.0020.0027001.surf.h5-age  M2.00Z.0020.0062001.surf.h5-cyc  M2.00Z.0020.0062001.surf.h5-age  M2.00Z.0020.0055001.surf.h5-cyc  M2.00Z.0020.0055001.surf.h5-age  M2.00Z.0020.0003001.surf.h5-cyc  M2.00Z.0020.0003001.surf.h5-age  M2.00Z.0020.0013001.surf.h5-cyc  M2.00Z.0020.0013001.surf.h5-age  M2.00Z.0020.0012001.surf.h5-cyc  M2.00Z.0020.0012001.surf.h5-age  M2.00Z.0020.0033001.surf.h5-cyc  M2.00Z.0020.0033001.surf.h5-age  M2.00Z.0020.0029001.surf.h5-cyc  M2.00Z.0020.0029001.surf.h5-age  M2.00Z.0020.0054001.surf.h5-cyc  M2.00Z.0020.0054001.surf.h5-age  M2.00Z.0020.0038001.surf.h5-cyc  M2.00Z.0020.0038001.surf.h5-age  M2.00Z.0020.0000001.surf.h5-cyc  M2.00Z.0020.0000001.surf.h5-age  M2.00Z.0020.0050001.surf.h5-cyc  M2.00Z.0020.0050001.surf.h5-age  M2.00Z.0020.0002001.surf.h5-cyc  M2.00Z.0020.0002001.surf.h5-age  M2.00Z.0020.0041001.surf.h5-cyc  M2.00Z.0020.0041001.surf.h5-age  M2.00Z.0020.0017001.surf.h5-cyc  M2.00Z.0020.0017001.surf.h5-age  M2.00Z.0020.0047001.surf.h5-cyc  M2.00Z.0020.0047001.surf.h5-age  M2.00Z.0020.0053001.surf.h5-cyc  M2.00Z.0020.0053001.surf.h5-age  M2.00Z.0020.0045001.surf.h5-cyc  M2.00Z.0020.0045001.surf.h5-age  M2.00Z.0020.0060001.surf.h5-cyc  M2.00Z.0020.0060001.surf.h5-age
  46554.0000                       29191725000488892.0000           5554.0000                        29122742811161192.0000           7554.0000                        29130677752628844.0000           30554.0000                       29173047869934352.0000           49554.0000                       29192771026450640.0000           28554.0000                       29171145656259352.0000           34554.0000                       29177699883189520.0000           42554.0000                       29185737003093608.0000           58554.0000                       29208751430137724.0000           61554.0000                       29214937985095224.0000           51554.0000                       29196781858232200.0000           8554.0000                        29133947808790836.0000           4554.0000                        29122694400557480.0000           39554.0000                       29182299607534488.0000           26554.0000                       29166734631578208.0000           40554.0000                       29182874407177092.0000           44554.0000                       29189010568638076.0000           19554.0000                       29155248514775904.0000           37554.0000                       29181779114251896.0000           59554.0000                       29208963885946988.0000           35554.0000                       29179178616691276.0000           9554.0000                        29134855625394136.0000           22554.0000                       29161805758470964.0000           21554.0000                       29159650662041328.0000           10554.0000                       29137075199969520.0000           20554.0000                       29156499886364184.0000           43554.0000                       29187468128936088.0000           31554.0000                       29173980877526264.0000           57554.0000                       29205114275809308.0000           23554.0000                       29163674360402432.0000           48554.0000                       29192098975755544.0000           32554.0000                       29174027391935684.0000           11554.0000                       29141020384211312.0000           18554.0000                       29155231697577056.0000           15554.0000                       29148523175007928.0000           24554.0000                       29165199907639016.0000           56554.0000                       29201981598381916.0000           52554.0000                       29198404172611288.0000           25554.0000                       29165215638507684.0000           6554.0000                        29125202536337692.0000           14554.0000                       29144984235796444.0000           16554.0000                       29151217328243112.0000           36554.0000                       29180513687872444.0000           1554.0000                        23016871460810820.0000           27554.0000                       29169300500002632.0000           62554.0000                       29217675072100092.0000           55554.0000                       29201969088451880.0000           3554.0000                        29120843929026400.0000           13554.0000                       29143919732919080.0000           12554.0000                       29143899442812100.0000           33554.0000                       29176064055459992.0000           29554.0000                       29172773438626268.0000           54554.0000                       29201203490280344.0000           38554.0000                       29182276245974632.0000           554.0000                         20409867388365.7578              50554.0000                       29194924326935840.0000           2554.0000                        29112716455643856.0000           41554.0000                       29183664439257188.0000           17554.0000                       29153506618986176.0000           47554.0000                       29192064681691120.0000           53554.0000                       29199852378518632.0000           45554.0000                       29190414705526048.0000           60554.0000                       29213709946390880.0000         
  46555.0000                       29191726255693800.0000           5555.0000                        29122743035506780.0000           7555.0000                        29130683430871520.0000           30555.0000                       29173047871218256.0000           49555.0000                       29192771026635556.0000           28555.0000                       29171147377038052.0000           34555.0000                       29177701423978292.0000           42555.0000                       29185738856612964.0000           58555.0000                       29208754035751928.0000           61555.0000                       29214945806487944.0000           51555.0000                       29196783571121004.0000           8555.0000                        29133947809054516.0000           4555.0000                        29122696835908924.0000           39555.0000                       29182299630548100.0000           26555.0000                       29166736383198184.0000           40555.0000                       29182874407180828.0000           44555.0000                       29189012033282296.0000           19555.0000                       29155248594562008.0000           37555.0000                       29181780346885556.0000           59555.0000                       29208964099775632.0000           35555.0000                       29179180011212472.0000           9555.0000                        29134855625398720.0000           22555.0000                       29161807764520604.0000           21555.0000                       29159653005678224.0000           10555.0000                       29137080011721500.0000           20555.0000                       29156500506187104.0000           43555.0000                       29187469753042300.0000           31555.0000                       29173980877527672.0000           57555.0000                       29205119512571036.0000           23555.0000                       29163676135291272.0000           48555.0000                       29192099049082856.0000           32555.0000                       29174028283463832.0000           11555.0000                       29141023833161036.0000           18555.0000                       29155231717143548.0000           15555.0000                       29148526138851356.0000           24555.0000                       29165199938401468.0000           56555.0000                       29201981635169124.0000           52555.0000                       29198405709347388.0000           25555.0000                       29165215760240816.0000           6555.0000                        29125202536397120.0000           14555.0000                       29144984282037972.0000           16555.0000                       29151219796956752.0000           36555.0000                       29180514989916784.0000           1555.0000                        23018111865019076.0000           27555.0000                       29169302500529640.0000           62555.0000                       29217675074107144.0000           55555.0000                       29201969088582268.0000           3555.0000                        29120844105430084.0000           13555.0000                       29143919822173460.0000           12555.0000                       29143899491065436.0000           33555.0000                       29176065809619144.0000           29555.0000                       29172775027995644.0000           54555.0000                       29201204804737328.0000           38555.0000                       29182276246001768.0000           555.0000                         20733474519670.5898              50555.0000                       29194926381539228.0000           2555.0000                        29112810534345100.0000           41555.0000                       29183666966495504.0000           17555.0000                       29153508783134992.0000           47555.0000                       29192064682061508.0000           53555.0000                       29199853774646124.0000           45555.0000                       29190416063073168.0000           60555.0000                       29213710038325220.0000         
  46556.0000                       29191727509872820.0000           5556.0000                        29122743258749184.0000           7556.0000                        29130689098893864.0000           30556.0000                       29173047872758940.0000           49556.0000                       29192771026817944.0000           28556.0000                       29171149095454588.0000           34556.0000                       29177702961724172.0000           42556.0000                       29185740711116184.0000           58556.0000                       29208756638439148.0000           61556.0000                       29214953536103988.0000           51556.0000                       29196785282212248.0000           8556.0000                        29133947809316036.0000           4556.0000                        29122699758330660.0000           39556.0000                       29182299654825500.0000           26556.0000                       29166738046948532.0000           40556.0000                       29182874407184136.0000           44556.0000                       29189013496343928.0000           19556.0000                       29155248673240244.0000           37556.0000                       29181781577686960.0000           59556.0000                       29208964311415332.0000           35556.0000                       29179181403964804.0000           9556.0000                        29134855625403692.0000           22556.0000                       29161809771870612.0000           21556.0000                       29159655344148776.0000           10556.0000                       29137084810702312.0000           20556.0000                       29156501249974608.0000           43556.0000                       29187471380045112.0000           31556.0000                       29173980877529080.0000           57556.0000                       29205124752546252.0000           23556.0000                       29163677913652688.0000           48556.0000                       29192099137075632.0000           32556.0000                       29174029244213692.0000           11556.0000                       29141027292134692.0000           18556.0000                       29155231736559896.0000           15556.0000                       29148529100826864.0000           24556.0000                       29165199968872228.0000           56556.0000                       29201981671932800.0000           52556.0000                       29198407246702496.0000           25556.0000                       29165215884375456.0000           6556.0000                        29125202536456780.0000           14556.0000                       29144984328240972.0000           16556.0000                       29151222276766372.0000           36556.0000                       29180516290526736.0000           1556.0000                        23019340662817984.0000           27556.0000                       29169304500399656.0000           62556.0000                       29217675076112628.0000           55556.0000                       29201969088711916.0000           3556.0000                        29120844280389744.0000           13556.0000                       29143919912767240.0000           12556.0000                       29143899538455156.0000           33556.0000                       29176067566863076.0000           29556.0000                       29172776615479052.0000           54556.0000                       29201206118193680.0000           38556.0000                       29182276246028896.0000           556.0000                         21063501127572.7617              50556.0000                       29194928432295732.0000           2556.0000                        29112903581569772.0000           41556.0000                       29183669491579364.0000           17556.0000                       29153510945055500.0000           47556.0000                       29192064682425196.0000           53556.0000                       29199855171290488.0000           45556.0000                       29190417421007184.0000           60556.0000                       29213710127821660.0000         
  46557.0000                       29191728764470300.0000           5557.0000                        29122743481467196.0000           7557.0000                        29130694762497248.0000           30557.0000                       29173047874258028.0000           49557.0000                       29192771026987512.0000           28557.0000                       29171150813408304.0000           34557.0000                       29177704500722844.0000           42557.0000                       29185742568963616.0000           58557.0000                       29208759232116064.0000           61557.0000                       29214961203761552.0000           51557.0000                       29196786992321668.0000           8557.0000                        29133947809574372.0000           4557.0000                        29122703265236740.0000           39557.0000                       29182299678031444.0000           26557.0000                       29166739627528388.0000           40557.0000                       29182874407187088.0000           44557.0000                       29189014958920116.0000           19557.0000                       29155248751239268.0000           37557.0000                       29181782812328516.0000           59557.0000                       29208964556937648.0000           35557.0000                       29179182796579532.0000           9557.0000                        29134855625409488.0000           22557.0000                       29161811780318836.0000           21557.0000                       29159657672557864.0000           10557.0000                       29137089599683496.0000           20557.0000                       29156502142519616.0000           43557.0000                       29187473006375672.0000           31557.0000                       29173980877530076.0000           57557.0000                       29205129981715592.0000           23557.0000                       29163679692881884.0000           48557.0000                       29192099242666964.0000           32557.0000                       29174030300647416.0000           11557.0000                       29141030758297732.0000           18557.0000                       29155231755547216.0000           15557.0000                       29148532064602652.0000           24557.0000                       29165199999030548.0000           56557.0000                       29201981708599840.0000           52557.0000                       29198408783532824.0000           25557.0000                       29165216010485492.0000           6557.0000                        29125202536520844.0000           14557.0000                       29144984374426744.0000           16557.0000                       29151224764607156.0000           36557.0000                       29180517589394996.0000           1557.0000                        23020561052894908.0000           27557.0000                       29169306498757880.0000           62557.0000                       29217675078519208.0000           55557.0000                       29201969088840836.0000           3557.0000                        29120844453887692.0000           13557.0000                       29143920004414512.0000           12557.0000                       29143899585204964.0000           33557.0000                       29176069329627288.0000           29557.0000                       29172778202002752.0000           54557.0000                       29201207429902428.0000           38557.0000                       29182276246061452.0000           557.0000                         21400023801030.1016              50557.0000                       29194930482034740.0000           2557.0000                        29112995906931740.0000           41557.0000                       29183672015559504.0000           17557.0000                       29153513103192396.0000           47557.0000                       29192064682783916.0000           53557.0000                       29199856573966936.0000           45557.0000                       29190418781046796.0000           60557.0000                       29213710207624476.0000         
  46558.0000                       29191730021982792.0000           5558.0000                        29122743703625808.0000           7558.0000                        29130700420643580.0000           30558.0000                       29173047875733164.0000           49558.0000                       29192771027161692.0000           28558.0000                       29171152532646464.0000           34558.0000                       29177706045056812.0000           42558.0000                       29185744426943312.0000           58558.0000                       29208761827230404.0000           61558.0000                       29214968810738768.0000           51558.0000                       29196788701829856.0000           8558.0000                        29133947809829664.0000           4558.0000                        29122705821086264.0000           39558.0000                       29182299698432816.0000           26558.0000                       29166741136442592.0000           40558.0000                       29182874407189788.0000           44558.0000                       29189016421198816.0000           19558.0000                       29155248828905372.0000           37558.0000                       29181784048782372.0000           59558.0000                       29208964802007332.0000           35558.0000                       29179184189324220.0000           9558.0000                        29134855625415988.0000           22558.0000                       29161813788534864.0000           21558.0000                       29159659998773188.0000           10558.0000                       29137094384965868.0000           20558.0000                       29156503213573624.0000           43558.0000                       29187474630920976.0000           31558.0000                       29173980877531072.0000           57558.0000                       29205135189872584.0000           23558.0000                       29163681476249496.0000           48558.0000                       29192099363851884.0000           32558.0000                       29174031489141140.0000           11558.0000                       29141034216048128.0000           18558.0000                       29155231774226508.0000           15558.0000                       29148535023365160.0000           24558.0000                       29165200029010144.0000           56558.0000                       29201981745042728.0000           52558.0000                       29198410318170336.0000           25558.0000                       29165216138745364.0000           6558.0000                        29125202536588932.0000           14558.0000                       29144984420577508.0000           16558.0000                       29151227246417980.0000           36558.0000                       29180518893545572.0000           1558.0000                        23021771940940176.0000           27558.0000                       29169308493767232.0000           62558.0000                       29217675080890932.0000           55558.0000                       29201969088969168.0000           3558.0000                        29120844625906684.0000           13558.0000                       29143920096973056.0000           12558.0000                       29143899631243876.0000           33558.0000                       29176071089289920.0000           29558.0000                       29172779788534776.0000           54558.0000                       29201208742506484.0000           38558.0000                       29182276246093476.0000           558.0000                         21743193882539.3672              50558.0000                       29194932539180828.0000           2558.0000                        29113087557594732.0000           41558.0000                       29183674536436304.0000           17558.0000                       29153515267269044.0000           47558.0000                       29192064683139664.0000           53558.0000                       29199857977321696.0000           45558.0000                       29190420142890268.0000           60558.0000                       29213710286631268.0000         
  46559.0000                       29191731282103872.0000           5559.0000                        29122743925293644.0000           7559.0000                        29130706083800116.0000           30559.0000                       29173047877186248.0000           49559.0000                       29192771027364628.0000           28559.0000                       29171154253212544.0000           34559.0000                       29177707592347628.0000           42559.0000                       29185746283127408.0000           58559.0000                       29208764433388328.0000           61559.0000                       29214976343914356.0000           51559.0000                       29196790414374944.0000           8559.0000                        29133947810084584.0000           4559.0000                        29122707099011024.0000           39559.0000                       29182299720257480.0000           26559.0000                       29166742583020860.0000           40559.0000                       29182874407192336.0000           44559.0000                       29189017882201044.0000           19559.0000                       29155248906533944.0000           37559.0000                       29181785281501424.0000           59559.0000                       29208965061620708.0000           35559.0000                       29179185583014672.0000           9559.0000                        29134855625423056.0000           22559.0000                       29161815800000664.0000           21559.0000                       29159662324676708.0000           10559.0000                       29137099179021824.0000           20559.0000                       29156504498838432.0000           43559.0000                       29187476253318452.0000           31559.0000                       29173980877532264.0000           57559.0000                       29205140399251432.0000           23559.0000                       29163683263090548.0000           48559.0000                       29192099457472772.0000           32559.0000                       29174032849923728.0000           11559.0000                       29141037668711180.0000           18559.0000                       29155231792718584.0000           15559.0000                       29148537971166220.0000           24559.0000                       29165200058602820.0000           56559.0000                       29201981781219768.0000           52559.0000                       29198411853859108.0000           25559.0000                       29165216270202700.0000           6559.0000                        29125202536648780.0000           14559.0000                       29144984466895024.0000           16559.0000                       29151229723176092.0000           36559.0000                       29180520201354892.0000           1559.0000                        23022973863736104.0000           27559.0000                       29169310484392980.0000           62559.0000                       29217675083240504.0000           55559.0000                       29201969089096956.0000           3559.0000                        29120844796433096.0000           13559.0000                       29143920190360736.0000           12559.0000                       29143899676504044.0000           33559.0000                       29176072846837652.0000           29559.0000                       29172781374599752.0000           54559.0000                       29201210061310528.0000           38559.0000                       29182276246124944.0000           559.0000                         22093230463779.8906              50559.0000                       29194934599701912.0000           2559.0000                        29113178491709760.0000           41559.0000                       29183677052934108.0000           17559.0000                       29153517439753456.0000           47559.0000                       29192064683493468.0000           53559.0000                       29199859378546820.0000           45559.0000                       29190421505844712.0000           60559.0000                       29213710364429748.0000         
  46560.0000                       29191732543015236.0000           5560.0000                        29122744146750976.0000           7560.0000                        29130711749107732.0000           30560.0000                       29173047878623156.0000           49560.0000                       29192771027589344.0000           28560.0000                       29171155970969964.0000           34560.0000                       29177709140122212.0000           42560.0000                       29185748134661632.0000           58560.0000                       29208767041415180.0000           61560.0000                       29214983848394388.0000           51560.0000                       29196792128007484.0000           8560.0000                        29133947810338460.0000           4560.0000                        29122707737973404.0000           39560.0000                       29182299743196788.0000           26560.0000                       29166743971373820.0000           40560.0000                       29182874407194808.0000           44560.0000                       29189019342169572.0000           19560.0000                       29155248999688232.0000           37560.0000                       29181786515962572.0000           59560.0000                       29208965326633452.0000           35560.0000                       29179186977018292.0000           9560.0000                        29134855625430820.0000           22560.0000                       29161817819950016.0000           21560.0000                       29159664651340752.0000           10560.0000                       29137103967927812.0000           20560.0000                       29156506041156204.0000           43560.0000                       29187477872165104.0000           31560.0000                       29173980877533640.0000           57560.0000                       29205145600527124.0000           23560.0000                       29163685045629568.0000           48560.0000                       29192099536902896.0000           32560.0000                       29174034436245648.0000           11560.0000                       29141041121009800.0000           18560.0000                       29155231810812316.0000           15560.0000                       29148540909778960.0000           24560.0000                       29165200088058704.0000           56560.0000                       29201981817123232.0000           52560.0000                       29198413387873324.0000           25560.0000                       29165216404321396.0000           6560.0000                        29125202536703984.0000           14560.0000                       29144984513354352.0000           16560.0000                       29151232207715008.0000           36560.0000                       29180521506147348.0000           1560.0000                        23024169604990988.0000           27560.0000                       29169312474260484.0000           62560.0000                       29217675085577900.0000           55560.0000                       29201969089224204.0000           3560.0000                        29120844965443764.0000           13560.0000                       29143920285209260.0000           12560.0000                       29143899721181532.0000           33560.0000                       29176074608466604.0000           29560.0000                       29172782961904496.0000           54560.0000                       29201211381935880.0000           38560.0000                       29182276246156020.0000           560.0000                         22450334905195.2852              50560.0000                       29194936660043308.0000           2560.0000                        29113268490334440.0000           41560.0000                       29183679570362988.0000           17560.0000                       29153519615697416.0000           47560.0000                       29192064683845028.0000           53560.0000                       29199860781087164.0000           45560.0000                       29190422872080556.0000           60560.0000                       29213710441187792.0000         
  46561.0000                       29191733803464960.0000           5561.0000                        29122744368163000.0000           7561.0000                        29130717402688176.0000           30561.0000                       29173047880048780.0000           49561.0000                       29192771027812004.0000           28561.0000                       29171157687153444.0000           34561.0000                       29177710687403296.0000           42561.0000                       29185749987503064.0000           58561.0000                       29208769643284656.0000           61561.0000                       29214991300491728.0000           51561.0000                       29196793838705316.0000           8561.0000                        29133947810588580.0000           4561.0000                        29122708057454596.0000           39561.0000                       29182299765341692.0000           26561.0000                       29166745310080220.0000           40561.0000                       29182874407197252.0000           44561.0000                       29189020800778384.0000           19561.0000                       29155249091639076.0000           37561.0000                       29181787752505612.0000           59561.0000                       29208965592777680.0000           35561.0000                       29179188367512744.0000           9561.0000                        29134855625439560.0000           22561.0000                       29161819841841928.0000           21561.0000                       29159666976026752.0000           10561.0000                       29137108749762992.0000           20561.0000                       29156507891937532.0000           43561.0000                       29187479489803636.0000           31561.0000                       29173980877535024.0000           57561.0000                       29205150789255696.0000           23561.0000                       29163686826213356.0000           48561.0000                       29192099632219048.0000           32561.0000                       29174036307170064.0000           11561.0000                       29141044577723388.0000           18561.0000                       29155231828743220.0000           15561.0000                       29148543848613324.0000           24561.0000                       29165200117366148.0000           56561.0000                       29201981852720244.0000           52561.0000                       29198414925377432.0000           25561.0000                       29165216541529768.0000           6561.0000                        29125202536767352.0000           14561.0000                       29144984559879356.0000           16561.0000                       29151234691667672.0000           36561.0000                       29180522807996888.0000           1561.0000                        23025358212216636.0000           27561.0000                       29169314467306244.0000           62561.0000                       29217675087911332.0000           55561.0000                       29201969089350892.0000           3561.0000                        29120845132928828.0000           13561.0000                       29143920382728968.0000           12561.0000                       29143899765112944.0000           33561.0000                       29176076370920528.0000           29561.0000                       29172784553271132.0000           54561.0000                       29201212702243172.0000           38561.0000                       29182276246186760.0000           561.0000                         22814771393526.7461              50561.0000                       29194938716377356.0000           2561.0000                        29113357614908764.0000           41561.0000                       29183682087457052.0000           17561.0000                       29153521796395428.0000           47561.0000                       29192064684195848.0000           53561.0000                       29199862175523956.0000           45561.0000                       29190424240653160.0000           60561.0000                       29213710516951320.0000         
  46562.0000                       29191735064889308.0000           5562.0000                        29122744589630224.0000           7562.0000                        29130723051426588.0000           30562.0000                       29173047881467252.0000           49562.0000                       29192771028043916.0000           28562.0000                       29171159400744020.0000           34562.0000                       29177712237858748.0000           42562.0000                       29185751842182644.0000           58562.0000                       29208772251921244.0000           61562.0000                       29214998690716040.0000           51562.0000                       29196795551467120.0000           8562.0000                        29133947810838156.0000           4562.0000                        29122708217195192.0000           39562.0000                       29182299789689632.0000           26562.0000                       29166746610233244.0000           40562.0000                       29182874407199736.0000           44562.0000                       29189022260036696.0000           19562.0000                       29155249182886880.0000           37562.0000                       29181788988819756.0000           59562.0000                       29208965858108128.0000           35562.0000                       29179189755172008.0000           9562.0000                        29134855625449160.0000           22562.0000                       29161821862553976.0000           21562.0000                       29159669294169728.0000           10562.0000                       29137113531988992.0000           20562.0000                       29156509854168216.0000           43562.0000                       29187481109088600.0000           31562.0000                       29173980877536296.0000           57562.0000                       29205155982468960.0000           23562.0000                       29163688609006896.0000           48562.0000                       29192099746598428.0000           32562.0000                       29174038501488660.0000           11562.0000                       29141048036178484.0000           18562.0000                       29155231846432740.0000           15562.0000                       29148546790440084.0000           24562.0000                       29165200146509220.0000           56562.0000                       29201981887951164.0000           52562.0000                       29198416471346640.0000           25562.0000                       29165216681425248.0000           6562.0000                        29125202536842436.0000           14562.0000                       29144984606805344.0000           16562.0000                       29151237169493368.0000           36562.0000                       29180524108742168.0000           1562.0000                        23026539297429800.0000           27562.0000                       29169316461824664.0000           62562.0000                       29217675090711452.0000           55562.0000                       29201969089475768.0000           3562.0000                        29120845298868944.0000           13562.0000                       29143920482226152.0000           12562.0000                       29143899808375532.0000           33562.0000                       29176078129777912.0000           29562.0000                       29172786148218568.0000           54562.0000                       29201214025282924.0000           38562.0000                       29182276246217264.0000           562.0000                         23186759902128.0078              50562.0000                       29194940768267056.0000           2562.0000                        29113445941892480.0000           41562.0000                       29183684596612664.0000           17562.0000                       29153523977783752.0000           47562.0000                       29192064684616828.0000           53562.0000                       29199863565633828.0000           45562.0000                       29190425607502256.0000           60562.0000                       29213710585729668.0000         
  46563.0000                       29191736326249964.0000           5563.0000                        29122744810494296.0000           7563.0000                        29130728714728288.0000           30563.0000                       29173047882882088.0000           49563.0000                       29192771028297780.0000           28563.0000                       29171161112585428.0000           34563.0000                       29177713790699848.0000           42563.0000                       29185753699452844.0000           58563.0000                       29208774866767672.0000           61563.0000                       29215006058903896.0000           51563.0000                       29196797265496256.0000           8563.0000                        29133947811086356.0000           4563.0000                        29122708328228520.0000           39563.0000                       29182299818698188.0000           26563.0000                       29166747880310172.0000           40563.0000                       29182874407202288.0000           44563.0000                       29189023717051892.0000           19563.0000                       29155249273869476.0000           37563.0000                       29181790222556296.0000           59563.0000                       29208966121002084.0000           35563.0000                       29179191140623124.0000           9563.0000                        29134855625459372.0000           22563.0000                       29161823881406512.0000           21563.0000                       29159671611395248.0000           10563.0000                       29137118313167040.0000           20563.0000                       29156511672853908.0000           43563.0000                       29187482724900092.0000           31563.0000                       29173980877537448.0000           57563.0000                       29205161171203336.0000           23563.0000                       29163690387394264.0000           48563.0000                       29192099838635616.0000           32563.0000                       29174041031706924.0000           11563.0000                       29141051493465008.0000           18563.0000                       29155231863601732.0000           15563.0000                       29148549728195420.0000           24563.0000                       29165200175470092.0000           56563.0000                       29201981922751200.0000           52563.0000                       29198418013660200.0000           25563.0000                       29165216824263892.0000           6563.0000                        29125202536918604.0000           14563.0000                       29144984654226392.0000           16563.0000                       29151239646738528.0000           36563.0000                       29180525412876516.0000           1563.0000                        23027711680252572.0000           27563.0000                       29169318459244908.0000           62563.0000                       29217675093467756.0000           55563.0000                       29201969089599548.0000           3563.0000                        29120845463249020.0000           13563.0000                       29143920583668936.0000           12563.0000                       29143899850507768.0000           33563.0000                       29176079888484192.0000           29563.0000                       29172787744259276.0000           54563.0000                       29201215352386584.0000           38563.0000                       29182276246247600.0000           563.0000                         23566526027538.2734              50563.0000                       29194942816181564.0000           2563.0000                        29113533392837244.0000           41563.0000                       29183687101559216.0000           17563.0000                       29153526155260096.0000           47563.0000                       29192064685029620.0000           53563.0000                       29199864957671660.0000           45563.0000                       29190426971885492.0000           60563.0000                       29213710653927044.0000         
